Animal ID,Name,DateTime,MonthYear,Date of Birth,Outcome Type,Outcome Subtype,Animal Type,Sex upon Outcome,Age upon Outcome,Breed,Color
A729095,,06/27/2016 12:00:00 AM,06/27/2016 12:00:00 AM,04/13/2016,Transfer,Partner,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Black/White
A727016,,05/17/2016 05:14:00 PM,05/17/2016 05:14:00 PM,05/01/2016,Euthanasia,Underage,Other,Unknown,2 weeks,Opossum,Gray
A742725,,01/30/2017 04:31:00 PM,01/30/2017 04:31:00 PM,01/26/2015,Transfer,Partner,Dog,Neutered Male,2 years,Pug Mix,Fawn/Black
A745265,,03/16/2017 08:55:00 AM,03/16/2017 08:55:00 AM,03/15/2016,Euthanasia,Rabies Risk,Other,Unknown,1 year,Bat,Black
A697908,,03/07/2015 05:36:00 PM,03/07/2015 05:36:00 PM,03/03/2014,Adoption,,Dog,Spayed Female,1 year,Miniature Poodle/English Cocker Spaniel,Cream
A684813,,07/29/2014 10:48:00 AM,07/29/2014 10:48:00 AM,07/29/2013,Euthanasia,Rabies Risk,Other,Unknown,1 year,Raccoon Mix,Black/White
A715663,Jackie,12/07/2016 09:55:00 AM,12/07/2016 09:55:00 AM,11/07/2014,Adoption,Foster,Dog,Spayed Female,2 years,Anatol Shepherd Mix,Brown
A675809,*Dill,04/05/2014 06:44:00 PM,04/05/2014 06:44:00 PM,06/01/2013,Transfer,Partner,Dog,Intact Male,10 months,Chihuahua Shorthair Mix,Tan
A717110,,12/06/2015 07:19:00 PM,12/06/2015 07:19:00 PM,05/02/2015,Transfer,SCRP,Cat,Spayed Female,7 months,Domestic Shorthair Mix,Blue/White
A715502,*Austen,11/29/2015 04:45:00 PM,11/29/2015 04:45:00 PM,09/20/2015,Adoption,,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Black Tabby/White
A704748,,06/13/2015 12:07:00 PM,06/13/2015 12:07:00 PM,06/08/2011,Return to Owner,,Dog,Intact Female,4 years,Chinese Sharpei Mix,Brown
A670300,Hank,01/08/2014 12:27:00 PM,01/08/2014 12:27:00 PM,07/05/2012,Return to Owner,,Cat,Neutered Male,1 year,Domestic Shorthair Mix,Brown Tabby
A739010,*Prudie,12/22/2016 03:47:00 PM,12/22/2016 03:47:00 PM,10/18/2016,Adoption,Foster,Dog,Spayed Female,2 months,Chihuahua Shorthair Mix,Black/White
A748111,*Rilla,05/13/2017 04:26:00 PM,05/13/2017 04:26:00 PM,10/29/2016,Adoption,,Dog,Spayed Female,6 months,Pointer Mix,White/Black
A683539,*Beast,10/06/2014 05:37:00 PM,10/06/2014 05:37:00 PM,07/11/2009,Adoption,Foster,Dog,Neutered Male,5 years,American Bulldog Mix,White/Brown
A532406,Zoey,09/22/2014 06:16:00 PM,09/22/2014 06:16:00 PM,06/06/2008,Adoption,,Dog,Spayed Female,6 years,Toy Poodle,Black
A682707,*Jake,07/11/2014 06:01:00 PM,07/11/2014 06:01:00 PM,07/01/2012,Euthanasia,Aggressive,Dog,Intact Male,2 years,Australian Cattle Dog Mix,Black/White
A732428,Soldier,08/08/2016 07:03:00 PM,08/08/2016 07:03:00 PM,08/07/2013,Return to Owner,,Dog,Intact Male,3 years,American Staffordshire Terrier Mix,Black/White
A744167,Samson,02/26/2017 07:48:00 PM,02/26/2017 07:48:00 PM,02/24/2015,Return to Owner,,Dog,Intact Male,2 years,Pit Bull,Tan
A742245,Aurora,03/12/2017 06:32:00 PM,03/12/2017 06:32:00 PM,01/18/2015,Rto-Adopt,,Cat,Spayed Female,2 years,Domestic Shorthair Mix,Blue
A704174,Jessa,06/03/2015 01:07:00 PM,06/03/2015 01:07:00 PM,12/02/2014,Return to Owner,,Dog,Spayed Female,6 months,Australian Cattle Dog,Yellow/White
A708146,Mittens,08/29/2015 12:00:00 AM,08/29/2015 12:00:00 AM,05/31/2015,Adoption,,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Black/White
A745243,Ellie,03/15/2017 07:08:00 PM,03/15/2017 07:08:00 PM,03/15/2007,Return to Owner,,Dog,Intact Female,10 years,Samoyed Mix,Buff/Red
A676953,,04/17/2014 01:38:00 PM,04/17/2014 01:38:00 PM,10/17/2012,Euthanasia,Rabies Risk,Other,Unknown,1 year,Raccoon,Gray/Black
A745946,*Toodles,08/07/2017 12:47:00 PM,08/07/2017 12:47:00 PM,03/29/2005,Adoption,Foster,Dog,Neutered Male,12 years,Chihuahua Shorthair,White/Tan
A639730,Leo,06/21/2016 12:00:00 AM,06/21/2016 12:00:00 AM,06/13/2006,Transfer,Partner,Dog,Neutered Male,10 years,Belgian Tervuren/German Shepherd,Brown/Black
A733186,Bella,08/22/2016 01:44:00 PM,08/22/2016 01:44:00 PM,08/18/2015,Adoption,,Dog,Spayed Female,1 year,Chihuahua Shorthair Mix,Black/Tan
A709982,*Thomas,08/22/2015 11:49:00 AM,08/22/2015 11:49:00 AM,05/24/2015,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Brown Tabby/White
A727723,Teddy Bear J,05/27/2016 05:17:00 PM,05/27/2016 05:17:00 PM,10/26/2015,Return to Owner,,Dog,Neutered Male,7 months,Rottweiler Mix,Tan/Black
A663281,Cindy,12/14/2013 05:17:00 PM,12/14/2013 05:17:00 PM,09/22/2013,Adoption,Foster,Dog,Spayed Female,2 months,Siberian Husky Mix,Sable/White
A676052,Eddie,04/18/2014 01:27:00 PM,04/18/2014 01:27:00 PM,10/03/2012,Adoption,,Dog,Neutered Male,1 year,Rat Terrier Mix,Brown/Black
A726470,*Nabila,05/18/2016 07:59:00 AM,05/18/2016 07:59:00 AM,05/11/2016,Died,In Foster,Dog,Intact Female,1 week,Catahoula/Plott Hound,Sable/White
A753891,,07/16/2017 02:12:00 PM,07/16/2017 02:12:00 PM,07/12/2012,Transfer,Snr,Cat,Intact Male,5 years,Domestic Shorthair Mix,Black/White
A717558,*Chinchilla,12/28/2015 08:10:00 AM,12/28/2015 08:10:00 AM,09/30/2015,Transfer,Partner,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Torbie
A708277,*Evanna,08/16/2015 04:40:00 PM,08/16/2015 04:40:00 PM,05/25/2015,Transfer,Partner,Cat,Intact Female,2 months,Domestic Shorthair Mix,Black/White
A751784,,06/14/2017 01:59:00 PM,06/14/2017 01:59:00 PM,06/12/2015,Transfer,Partner,Cat,Spayed Female,2 years,Domestic Shorthair Mix,Black
A749559,*Wilhelm,05/18/2017 03:35:00 PM,05/18/2017 03:35:00 PM,04/25/2017,Transfer,Partner,Cat,Intact Male,3 weeks,Domestic Shorthair Mix,Black
A756435,Xibalba,08/19/2017 06:36:00 PM,08/19/2017 06:36:00 PM,08/19/2015,Return to Owner,,Dog,Intact Female,2 years,Boxer Mix,Brown/White
A695833,Milo,01/24/2015 11:11:00 AM,01/24/2015 11:11:00 AM,03/24/2014,Transfer,Partner,Dog,Intact Male,10 months,Maltese Mix,White
A648630,*Cody,01/18/2016 03:50:00 PM,01/18/2016 03:50:00 PM,12/17/2012,Adoption,,Dog,Neutered Male,3 years,Catahoula Mix,White/Tan
A746809,China White,04/11/2017 03:30:00 PM,04/11/2017 03:30:00 PM,04/09/2016,Return to Owner,,Dog,Intact Female,1 year,Chihuahua Shorthair Mix,White
A746135,Toby,03/31/2017 12:32:00 PM,03/31/2017 12:32:00 PM,03/31/2010,Return to Owner,,Dog,Neutered Male,7 years,Miniature Poodle,White
A686131,Winston,12/13/2014 11:46:00 AM,12/13/2014 11:46:00 AM,06/16/2014,Adoption,Foster,Dog,Intact Male,5 months,Leonberger Mix,Brown/White
A580469,Alex,11/27/2013 11:08:00 AM,11/27/2013 11:08:00 AM,11/26/2001,Return to Owner,,Dog,Neutered Male,12 years,Labrador Retriever Mix,Yellow
A694616,Morgan,09/04/2016 12:00:00 PM,09/04/2016 12:00:00 PM,09/01/2008,Adoption,,Dog,Neutered Male,8 years,Boxer Mix,White/Brown
A750640,*Greta,07/01/2017 07:29:00 PM,07/01/2017 07:29:00 PM,04/24/2017,Adoption,Foster,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Black/White
A634845,Winston,04/21/2015 02:45:00 PM,04/21/2015 02:45:00 PM,04/30/2012,Adoption,,Dog,Neutered Male,2 years,Pit Bull Mix,Brown Brindle/White
A683650,Lemmy,10/21/2014 05:59:00 PM,10/21/2014 05:59:00 PM,07/13/2012,Adoption,,Dog,Neutered Male,2 years,American Pit Bull Terrier Mix,Fawn/Brown Brindle
A743158,Ruby,03/17/2017 06:33:00 PM,03/17/2017 06:33:00 PM,09/04/2016,Adoption,,Dog,Spayed Female,6 months,Labrador Retriever Mix,Red/White
A616780,Bolt,11/15/2013 12:32:00 PM,11/15/2013 12:32:00 PM,10/31/2010,Adoption,,Dog,Neutered Male,3 years,Siberian Husky,Red/White
A696892,Bella,02/14/2015 04:48:00 PM,02/14/2015 04:48:00 PM,08/14/2014,Adoption,,Cat,Spayed Female,6 months,Domestic Shorthair Mix,Brown Tabby/White
A748062,*Latka,06/23/2017 05:10:00 PM,06/23/2017 05:10:00 PM,04/28/2013,Adoption,,Dog,Spayed Female,4 years,Pit Bull Mix,Black/White
A736280,*Muffin,11/09/2016 11:55:00 AM,11/09/2016 11:55:00 AM,09/08/2016,Adoption,Foster,Cat,Spayed Female,2 months,Domestic Longhair Mix,Black/White
A749661,Connor,05/21/2017 05:28:00 PM,05/21/2017 05:28:00 PM,10/17/2016,Adoption,,Dog,Neutered Male,7 months,Dalmatian Mix,White/Black
A680531,*Sylvie,06/09/2014 03:48:00 PM,06/09/2014 03:48:00 PM,04/20/2014,Transfer,Partner,Cat,Intact Female,1 month,Domestic Shorthair Mix,Black
A738869,Jade,11/27/2016 05:45:00 PM,11/27/2016 05:45:00 PM,07/22/2016,Adoption,,Dog,Spayed Female,4 months,Basset Hound/Border Collie,Black/Tricolor
A760032,Smokey,10/31/2017 12:00:00 AM,10/31/2017 12:00:00 AM,10/11/2014,Transfer,Partner,Dog,Intact Female,3 years,Anatol Shepherd Mix,Black/Brown
A720585,Dog,02/14/2016 04:56:00 PM,02/14/2016 04:56:00 PM,02/12/2011,Adoption,,Dog,Neutered Male,5 years,Chow Chow Mix,Red
A683886,Toby,10/21/2014 02:53:00 PM,10/21/2014 02:53:00 PM,07/16/2012,Euthanasia,Aggressive,Dog,Intact Male,2 years,Golden Retriever/Labrador Retriever,Red
A729537,,06/20/2016 08:06:00 AM,06/20/2016 08:06:00 AM,06/19/2015,Euthanasia,Rabies Risk,Other,Unknown,1 year,Bat Mix,Red
A721225,Atticus,04/11/2017 04:24:00 PM,04/11/2017 04:24:00 PM,02/24/2013,Return to Owner,,Dog,Neutered Male,4 years,American Staffordshire Terrier Mix,White/Black
A666075,*Juliep,10/30/2013 03:14:00 PM,10/30/2013 03:14:00 PM,09/26/2013,Transfer,Partner,Cat,Intact Female,4 weeks,Domestic Shorthair Mix,Brown Tabby
A747018,Horus,08/22/2017 11:03:00 AM,08/22/2017 11:03:00 AM,04/12/2016,Return to Owner,,Dog,Intact Male,1 year,Pit Bull Mix,Brown
A703743,Bo,06/03/2015 03:04:00 PM,06/03/2015 03:04:00 PM,03/01/2014,Return to Owner,,Dog,Neutered Male,1 year,Australian Cattle Dog/Labrador Retriever,White/Brown
A684034,,07/18/2014 05:11:00 PM,07/18/2014 05:11:00 PM,07/03/2014,Transfer,Partner,Cat,Intact Male,2 weeks,Domestic Shorthair Mix,Cream Tabby
A588842,Rocky,07/28/2014 08:41:00 AM,07/28/2014 08:41:00 AM,11/19/2007,Return to Owner,,Dog,Neutered Male,6 years,Chihuahua Shorthair Mix,Black/Brown
A754878,Mia,07/31/2017 04:36:00 PM,07/31/2017 04:36:00 PM,07/26/2012,Adoption,,Dog,Spayed Female,5 years,Chihuahua Shorthair Mix,White/Brown
A710004,*Strudel,08/23/2015 07:30:00 PM,08/23/2015 07:30:00 PM,03/15/2015,Adoption,,Dog,Spayed Female,5 months,Collie Smooth,Tan/White
A740098,*Schmidt,12/12/2016 12:00:00 AM,12/12/2016 12:00:00 AM,12/11/2016,Transfer,Partner,Dog,Intact Male,1 day,Chihuahua Shorthair Mix,Black/White
A698830,Puppy,03/20/2015 03:27:00 PM,03/20/2015 03:27:00 PM,05/18/2014,Return to Owner,,Dog,Neutered Male,10 months,Yorkshire Terrier/Cairn Terrier,Black/Tan
A642590,Zoe,06/09/2015 05:59:00 PM,06/09/2015 05:59:00 PM,12/26/2011,Adoption,,Dog,Spayed Female,3 years,Beagle Mix,Brown/White
A727273,,05/21/2016 11:22:00 AM,05/21/2016 11:22:00 AM,05/06/2016,Transfer,Partner,Cat,Intact Male,2 weeks,Domestic Shorthair Mix,White/Orange
A682598,,07/12/2014 03:55:00 PM,07/12/2014 03:55:00 PM,02/28/2014,Adoption,,Cat,Spayed Female,4 months,Domestic Shorthair Mix,Calico
A757633,129,09/15/2017 02:24:00 PM,09/15/2017 02:24:00 PM,11/04/2016,Transfer,Partner,Dog,Spayed Female,10 months,Queensland Heeler Mix,Brown/Black
A669754,*Ulysses,01/03/2014 05:20:00 PM,01/03/2014 05:20:00 PM,12/26/2012,Transfer,Partner,Cat,Unknown,1 year,Domestic Shorthair Mix,Brown Tabby
A672687,,02/15/2014 09:55:00 AM,02/15/2014 09:55:00 AM,02/15/2013,Euthanasia,Suffering,Other,Intact Female,1 year,Raccoon Mix,Brown/Black
A724345,Prieta,05/04/2016 02:46:00 PM,05/04/2016 02:46:00 PM,04/16/2015,Transfer,Partner,Dog,Intact Female,1 year,German Shepherd Mix,Black/Tan
A707697,,07/17/2015 09:00:00 AM,07/17/2015 09:00:00 AM,07/16/2014,Transfer,SCRP,Cat,Unknown,1 year,Domestic Medium Hair Mix,Brown Tabby
A737981,,11/07/2016 05:49:00 PM,11/07/2016 05:49:00 PM,11/07/2015,Euthanasia,,Other,Unknown,1 year,Skunk Mix,Black/White
A733811,Layla,09/04/2016 02:21:00 PM,09/04/2016 02:21:00 PM,08/27/2015,Adoption,,Dog,Intact Female,1 year,Australian Kelpie Mix,Black/White
A715360,,11/06/2015 06:47:00 PM,11/06/2015 06:47:00 PM,08/21/2015,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Brown Tabby
A715713,,11/12/2015 11:40:00 AM,11/12/2015 11:40:00 AM,11/08/2014,Adoption,,Other,Intact Male,1 year,Rat Mix,White/Brown
A754489,,07/26/2017 05:28:00 PM,07/26/2017 05:28:00 PM,05/21/2017,Adoption,,Dog,Neutered Male,2 months,Miniature Schnauzer Mix,Black
A695533,*Chloe,01/25/2015 03:13:00 PM,01/25/2015 03:13:00 PM,07/17/2014,Adoption,,Dog,Spayed Female,6 months,Pit Bull Mix,Brown Brindle
A713711,*Hirrally,10/12/2015 09:00:00 AM,10/12/2015 09:00:00 AM,10/11/2014,Transfer,SCRP,Cat,Spayed Female,1 year,Domestic Shorthair Mix,Tortie
A592671,Springsteen,01/29/2017 07:02:00 PM,01/29/2017 07:02:00 PM,01/25/2011,Adoption,,Dog,Neutered Male,6 years,Border Terrier Mix,Yellow
A686015,,08/18/2014 03:34:00 PM,08/18/2014 03:34:00 PM,06/15/2014,Transfer,Partner,Dog,Intact Female,2 months,Labrador Retriever/Pointer,Black/White
A677151,Bitsy,07/29/2014 12:38:00 PM,07/29/2014 12:38:00 PM,04/30/2010,Adoption,Foster,Dog,Spayed Female,4 years,Chihuahua Shorthair,Tan/White
A700057,*Carly,04/16/2015 01:58:00 PM,04/16/2015 01:58:00 PM,04/07/2012,Transfer,Partner,Dog,Spayed Female,3 years,Boxer Mix,Brown/White
A734425,*Angelique,09/19/2016 12:46:00 PM,09/19/2016 12:46:00 PM,07/11/2016,Adoption,,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Brown Tabby/White
A707192,Shiner,07/26/2015 11:36:00 AM,07/26/2015 11:36:00 AM,02/26/2015,Adoption,,Dog,Intact Female,4 months,Pointer Mix,Black/White
A688387,*Haley,10/10/2014 07:02:00 PM,10/10/2014 07:02:00 PM,09/18/2012,Adoption,,Dog,Spayed Female,2 years,Labrador Retriever Mix,Black
A682838,Baby Doll,07/08/2014 02:37:00 PM,07/08/2014 02:37:00 PM,07/05/2008,Transfer,Partner,Dog,Intact Female,6 years,Shih Tzu,White/Black
A655516,Oreo,12/08/2013 03:42:00 PM,12/08/2013 03:42:00 PM,12/02/2011,Transfer,Partner,Dog,Spayed Female,2 years,Flat Coat Retriever Mix,Black/White
A755892,Daisy,08/12/2017 06:55:00 PM,08/12/2017 06:55:00 PM,05/10/2016,Transfer,Partner,Dog,Spayed Female,1 year,Beagle Mix,Tricolor
A737162,,10/24/2016 12:49:00 PM,10/24/2016 12:49:00 PM,10/22/2014,Euthanasia,Suffering,Cat,Intact Male,2 years,Domestic Medium Hair Mix,Orange Tabby
A670173,,01/11/2014 04:59:00 PM,01/11/2014 04:59:00 PM,10/03/2013,Adoption,,Cat,Spayed Female,3 months,Domestic Shorthair Mix,White/Black
A755830,*Moana,09/23/2017 05:24:00 PM,09/23/2017 05:24:00 PM,08/09/2014,Adoption,,Other,Spayed Female,3 years,Rabbit Sh Mix,Tortie
A639311,*Pogo,12/23/2014 04:14:00 PM,12/23/2014 04:14:00 PM,10/12/2009,Adoption,Foster,Dog,Neutered Male,5 years,Chihuahua Longhair Mix,Brown
A737390,*Peeps,10/31/2016 06:01:00 PM,10/31/2016 06:01:00 PM,08/21/2016,Adoption,,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Black
A719841,*Stevie,03/26/2016 04:17:00 PM,03/26/2016 04:17:00 PM,01/28/2011,Transfer,Partner,Dog,Spayed Female,5 years,Pit Bull Mix,Brown Brindle
A675662,*Duncan,07/12/2014 11:25:00 AM,07/12/2014 11:25:00 AM,03/31/2011,Transfer,Partner,Dog,Neutered Male,3 years,Dogo Argentino Mix,White
A709297,Sirius,05/22/2016 02:35:00 PM,05/22/2016 02:35:00 PM,08/13/2013,Adoption,,Dog,Neutered Male,2 years,German Shepherd Mix,Black/White
A720035,Roscoe,02/02/2016 02:18:00 PM,02/02/2016 02:18:00 PM,12/02/2014,Return to Owner,,Dog,Intact Male,1 year,Pit Bull Mix,Fawn/White
A653618,Dunder,12/08/2013 03:28:00 PM,12/08/2013 03:28:00 PM,05/08/2004,Adoption,,Dog,Neutered Male,9 years,Bull Terrier/Border Collie,Black/White
A751207,,06/05/2017 12:34:00 PM,06/05/2017 12:34:00 PM,06/05/2011,Euthanasia,Suffering,Cat,Intact Female,6 years,Domestic Shorthair Mix,Tortie
A682153,,06/25/2014 08:23:00 AM,06/25/2014 08:23:00 AM,03/24/2014,Disposal,,Other,Unknown,3 months,Skunk,Black/White
A746866,Honey,04/10/2017 12:51:00 PM,04/10/2017 12:51:00 PM,11/18/2015,Return to Owner,,Dog,Spayed Female,1 year,Labrador Retriever Mix,Yellow
A727089,*Marquis,07/06/2016 06:42:00 PM,07/06/2016 06:42:00 PM,05/11/2016,Adoption,Foster,Cat,Neutered Male,1 month,Domestic Shorthair Mix,Brown Tabby
A755130,,08/04/2017 05:56:00 PM,08/04/2017 05:56:00 PM,07/29/2015,Transfer,Snr,Cat,Intact Male,2 years,Domestic Shorthair Mix,White/Brown Tabby
A723053,,03/25/2016 06:48:00 PM,03/25/2016 06:48:00 PM,03/12/2016,Transfer,Partner,Cat,Intact Male,1 weeks,Domestic Shorthair Mix,Blue Tabby
A712126,Chris,10/18/2015 06:20:00 PM,10/18/2015 06:20:00 PM,07/17/2015,Adoption,,Cat,Neutered Male,3 months,Domestic Shorthair Mix,Orange Tabby
A736608,*Suzy,10/18/2016 03:36:00 PM,10/18/2016 03:36:00 PM,08/01/2016,Transfer,Partner,Dog,Spayed Female,2 months,Jack Russell Terrier Mix,Black/Tan
A714144,*Sophie,11/05/2015 01:54:00 PM,11/05/2015 01:54:00 PM,08/27/2015,Transfer,Partner,Cat,Intact Female,2 months,Domestic Shorthair Mix,Brown Tabby/White
A707366,Sparkle,07/18/2015 05:09:00 PM,07/18/2015 05:09:00 PM,05/27/2015,Adoption,,Cat,Intact Female,1 month,Domestic Shorthair Mix,Brown Tabby
A727738,Boo,07/17/2016 04:20:00 PM,07/17/2016 04:20:00 PM,05/03/2016,Adoption,Foster,Cat,Intact Female,2 months,Domestic Shorthair Mix,Lynx Point
A692860,Meridith,11/29/2014 12:43:00 PM,11/29/2014 12:43:00 PM,05/26/2014,Adoption,,Cat,Spayed Female,6 months,Domestic Shorthair Mix,Brown Tabby
A677263,Lilo,04/23/2014 04:16:00 PM,04/23/2014 04:16:00 PM,04/23/2011,Return to Owner,,Dog,Spayed Female,3 years,Border Collie/Shetland Sheepdog,Liver/White
A744925,*Fennel,03/16/2017 06:57:00 PM,03/16/2017 06:57:00 PM,03/09/2013,Transfer,Partner,Dog,Spayed Female,4 years,English Bulldog Mix,Brown Tiger/White
A754710,Bella,08/19/2017 11:23:00 AM,08/19/2017 11:23:00 AM,07/23/2012,Adoption,,Dog,Spayed Female,5 years,Chihuahua Shorthair Mix,Black/Brown
A736226,Lola,10/11/2016 03:34:00 PM,10/11/2016 03:34:00 PM,10/07/2010,Adoption,,Cat,Spayed Female,6 years,Domestic Shorthair Mix,Tortie/White
A725544,Tina,05/23/2016 04:22:00 PM,05/23/2016 04:22:00 PM,04/30/2015,Transfer,Partner,Dog,Spayed Female,1 year,Catahoula Mix,Red
A680055,Harley,06/02/2014 04:50:00 PM,06/02/2014 04:50:00 PM,05/29/2005,Adoption,,Dog,Spayed Female,9 years,Chihuahua Shorthair Mix,White/Brown
A737080,Olivia,11/04/2016 06:23:00 PM,11/04/2016 06:23:00 PM,10/21/2014,Adoption,,Dog,Spayed Female,2 years,Border Collie Mix,Black
A734344,,09/05/2016 04:53:00 PM,09/05/2016 04:53:00 PM,07/21/2016,Transfer,Partner,Cat,Intact Male,1 month,Domestic Shorthair Mix,Blue
A711000,,09/07/2015 01:52:00 PM,09/07/2015 01:52:00 PM,07/01/2015,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Brown Tabby
A757067,,08/29/2017 12:00:00 AM,08/29/2017 12:00:00 AM,08/29/2015,Transfer,Partner,Bird,Unknown,2 years,Grackle Mix,Black
A665281,Marley,10/28/2013 02:55:00 PM,10/28/2013 02:55:00 PM,10/15/2011,Euthanasia,Aggressive,Dog,Neutered Male,2 years,Labrador Retriever Mix,White
A750375,Meow Meow,06/06/2017 11:16:00 AM,06/06/2017 11:16:00 AM,05/26/2010,Return to Owner,,Cat,Spayed Female,7 years,Siamese Mix,Lynx Point/White
A704421,Abel,03/19/2016 05:17:00 PM,03/19/2016 05:17:00 PM,06/04/2011,Euthanasia,Behavior,Dog,Neutered Male,4 years,Pit Bull Mix,Brown/Chocolate
A694840,,01/20/2015 02:41:00 PM,01/20/2015 02:41:00 PM,01/02/2015,Transfer,Partner,Dog,Intact Male,2 weeks,Border Collie Mix,White/Black
A675185,,04/02/2014 05:57:00 PM,04/02/2014 05:57:00 PM,03/21/2014,Transfer,Partner,Cat,Intact Male,1 weeks,Domestic Shorthair Mix,Black/White
A741426,*Mikey,01/08/2017 06:18:00 PM,01/08/2017 06:18:00 PM,06/02/2016,Adoption,,Dog,Neutered Male,7 months,Plott Hound Mix,Black Brindle/White
A752074,Luke,06/24/2017 05:54:00 PM,06/24/2017 05:54:00 PM,06/17/2016,Adoption,,Dog,Neutered Male,1 year,Pit Bull Mix,Brown Brindle
A712293,,09/24/2015 08:05:00 AM,09/24/2015 08:05:00 AM,01/21/2015,Euthanasia,Suffering,Cat,Intact Male,8 months,Domestic Shorthair Mix,White/Brown Tabby
A669537,Layla,12/24/2013 03:23:00 PM,12/24/2013 03:23:00 PM,06/22/2011,Adoption,,Dog,Spayed Female,2 years,Anatol Shepherd Mix,Tan/Black
A718826,,01/11/2016 06:51:00 PM,01/11/2016 06:51:00 PM,01/07/2015,Transfer,SCRP,Cat,Neutered Male,1 year,Siamese Mix,Lynx Point
A675409,June,04/06/2014 04:23:00 PM,04/06/2014 04:23:00 PM,09/27/2013,Adoption,,Dog,Spayed Female,6 months,Australian Kelpie/Dachshund,Black/Brown
A759660,,10/07/2017 12:21:00 PM,10/07/2017 12:21:00 PM,09/13/2017,Transfer,Partner,Cat,Intact Male,3 weeks,Domestic Shorthair Mix,Blue Tabby
A722822,*Murphy,04/03/2016 04:49:00 PM,04/03/2016 04:49:00 PM,09/22/2015,Transfer,Partner,Cat,Intact Male,6 months,Domestic Shorthair Mix,Cream Tabby
A727224,,06/12/2016 09:39:00 AM,06/12/2016 09:39:00 AM,05/20/2011,Adoption,Foster,Bird,Intact Female,5 years,Peafowl Mix,Brown/Green
A693518,*Lyle,03/27/2015 11:51:00 AM,03/27/2015 11:51:00 AM,12/09/2004,Transfer,Partner,Cat,Neutered Male,10 years,Domestic Shorthair Mix,Black/White
A665298,,10/16/2013 11:50:00 AM,10/16/2013 11:50:00 AM,10/01/2013,Transfer,Partner,Cat,Intact Female,2 weeks,Domestic Medium Hair Mix,Blue
A685889,,08/16/2014 09:00:00 AM,08/16/2014 09:00:00 AM,08/14/2013,Transfer,SCRP,Cat,Unknown,1 year,Domestic Shorthair Mix,Black
A675035,Shelly,11/01/2014 12:42:00 PM,11/01/2014 12:42:00 PM,03/22/1999,Return to Owner,,Other,Intact Female,15 years,Tortoise Mix,Tan
A689282,*Hannah,10/07/2014 01:54:00 PM,10/07/2014 01:54:00 PM,04/01/2014,Transfer,Partner,Dog,Intact Female,6 months,Carolina Dog Mix,Brown
A750082,,05/27/2017 06:16:00 PM,05/27/2017 06:16:00 PM,05/23/2015,Adoption,,Dog,Spayed Female,2 years,Chihuahua Shorthair Mix,White/Red
A691181,*Hollywood,12/15/2014 04:00:00 PM,12/15/2014 04:00:00 PM,10/31/2011,Transfer,Partner,Dog,Neutered Male,3 years,Pit Bull Mix,Fawn/White
A756897,,08/31/2017 05:40:00 PM,08/31/2017 05:40:00 PM,05/27/2017,Adoption,,Dog,Spayed Female,3 months,Chihuahua Shorthair Mix,White/Tan
A722690,,03/21/2016 05:25:00 PM,03/21/2016 05:25:00 PM,03/20/2015,Euthanasia,Rabies Risk,Other,Unknown,1 year,Bat Mix,Brown
A687096,Belle,05/21/2016 02:56:00 PM,05/21/2016 02:56:00 PM,05/16/2014,Transfer,Partner,Dog,Spayed Female,2 years,Labrador Retriever Mix,Red
A708930,*Nelson,08/16/2015 06:00:00 PM,08/16/2015 06:00:00 PM,12/03/2014,Adoption,,Dog,Neutered Male,8 months,Norfolk Terrier/Cairn Terrier,White
A720359,,02/18/2016 10:40:00 AM,02/18/2016 10:40:00 AM,11/07/2015,Euthanasia,Suffering,Cat,Intact Male,3 months,Domestic Shorthair Mix,Brown Tabby/White
A727161,*Monroe,05/28/2016 05:00:00 PM,05/28/2016 05:00:00 PM,03/31/2016,Adoption,,Cat,Intact Male,1 month,Domestic Shorthair Mix,White/Black
A676790,,04/18/2014 02:48:00 PM,04/18/2014 02:48:00 PM,04/15/2013,Transfer,SCRP,Cat,Intact Female,1 year,Domestic Shorthair Mix,Blue Tabby
A736743,,10/16/2016 05:45:00 PM,10/16/2016 05:45:00 PM,09/24/2016,Transfer,Partner,Cat,Unknown,3 weeks,Domestic Shorthair Mix,Black Tabby
A681502,*Izy,06/22/2014 05:06:00 PM,06/22/2014 05:06:00 PM,04/17/2014,Transfer,Partner,Dog,Spayed Female,2 months,Australian Shepherd/Labrador Retriever,Tan/White
A734441,,12/06/2016 01:28:00 PM,12/06/2016 01:28:00 PM,07/31/2016,Died,In Foster,Cat,Intact Female,4 months,Domestic Shorthair Mix,Torbie
A542615,Dikembe,08/06/2014 11:16:00 AM,08/06/2014 11:16:00 AM,09/06/2008,Return to Owner,,Dog,Neutered Male,5 years,Pit Bull Mix,Brown/Brown Brindle
